:START_ID(Disease)	:END_ID(Anatomy)
DOID:2174	UBERON:0000964
DOID:7147	UBERON:0002018
DOID:13223	UBERON:0001072
DOID:1826	UBERON:0000955
DOID:10763	UBERON:0001310
DOID:1192	UBERON:0001577
DOID:6364	UBERON:0001645
DOID:219	UBERON:0000996
DOID:2841	UBERON:0003126
DOID:11934	UBERON:0001832
DOID:10153	UBERON:0001837
DOID:12930	UBERON:0002165
DOID:9970	UBERON:0001464
DOID:13241	UBERON:0002360
DOID:363	UBERON:0001815
DOID:2994	UBERON:0001460
DOID:12185	UBERON:0001694
DOID:14330	UBERON:0000013
DOID:10871	UBERON:0001619
DOID:418	UBERON:0002389
DOID:3393	UBERON:0002410
DOID:1793	UBERON:0001175
DOID:10652	UBERON:0001908
DOID:1324	UBERON:0001587
DOID:10763	UBERON:0001620
DOID:1612	UBERON:0001394
DOID:1826	UBERON:0001890
DOID:3393	UBERON:0002441
DOID:219	UBERON:0000029
DOID:11934	UBERON:0001785
DOID:3083	UBERON:0000977
DOID:2394	UBERON:0000483
DOID:2998	UBERON:0001105
DOID:8778	UBERON:0000997
DOID:1192	UBERON:0000054
DOID:1459	UBERON:0001235
DOID:2043	UBERON:0002297
DOID:418	UBERON:0000982
DOID:1319	UBERON:0000004
DOID:184	UBERON:0001437
DOID:8398	UBERON:0002102
DOID:5612	UBERON:0002360
DOID:11054	UBERON:0002066
DOID:2994	UBERON:0002134
DOID:1595	UBERON:0001016
DOID:1245	UBERON:0001003
DOID:11119	UBERON:0000955
DOID:824	UBERON:0001831
DOID:1595	UBERON:0000007
DOID:1245	UBERON:0001300
DOID:10021	UBERON:0001064
DOID:10941	UBERON:0001891
DOID:4362	UBERON:0000002
DOID:11476	UBERON:0002204
DOID:2377	UBERON:0001780
DOID:9970	UBERON:0001305
DOID:184	UBERON:0002387
DOID:1324	UBERON:0001004
DOID:2994	UBERON:0001886
DOID:1909	UBERON:0001691
DOID:14004	UBERON:0002522
DOID:1094	UBERON:0001890
DOID:7147	UBERON:0001469
DOID:6364	UBERON:0002441
DOID:3070	UBERON:0001017
DOID:635	UBERON:0000955
DOID:13189	UBERON:0001465
DOID:4045	UBERON:0001111
DOID:10652	UBERON:0002130
DOID:1793	UBERON:0001174
DOID:10021	UBERON:0001182
DOID:2994	UBERON:0001599
DOID:10153	UBERON:0001135
DOID:4159	UBERON:0001031
DOID:5875	UBERON:0002356
DOID:13241	UBERON:0001891
DOID:1826	UBERON:0002285
DOID:784	UBERON:0002516
DOID:6364	UBERON:0001762
DOID:3393	UBERON:0002016
DOID:1686	UBERON:0000211
DOID:784	UBERON:0001971
DOID:2355	UBERON:0002368
DOID:8850	UBERON:0000029
DOID:11934	UBERON:0001724
DOID:594	UBERON:0000011
DOID:3953	UBERON:0002411
DOID:11819	UBERON:0001088
DOID:11615	UBERON:0001300
DOID:11476	UBERON:0002389
DOID:3571	UBERON:0002017
DOID:986	UBERON:0002097
DOID:14330	UBERON:0001148
DOID:1612	UBERON:0002204
DOID:5408	UBERON:0001467
DOID:0050741	UBERON:0001089
DOID:12185	UBERON:0002501
DOID:9296	UBERON:0001833
DOID:3393	UBERON:0001404
DOID:1192	UBERON:0001650
DOID:2394	UBERON:0001305
DOID:1115	UBERON:0001986
DOID:1115	UBERON:0000995
DOID:1725	UBERON:0001905
DOID:1115	UBERON:0001737
DOID:2394	UBERON:0001296
DOID:184	UBERON:0001467
DOID:3310	UBERON:0001827
DOID:10021	UBERON:0001264
DOID:9008	UBERON:0002205
DOID:2174	UBERON:0001598
DOID:1725	UBERON:0002017
DOID:5559	UBERON:0001585
DOID:0060119	UBERON:0000165
DOID:3070	UBERON:0000988
DOID:13241	UBERON:0001673
DOID:10763	UBERON:0001184
DOID:986	UBERON:0002067
DOID:184	UBERON:0002204
DOID:1826	UBERON:0002240
DOID:14330	UBERON:0001989
DOID:175	UBERON:0001981
DOID:1115	UBERON:0001296
DOID:585	UBERON:0001184
DOID:175	UBERON:0001361
DOID:184	UBERON:0001679
DOID:4481	UBERON:0002392
DOID:8398	UBERON:0001484
DOID:0060119	UBERON:0002517
DOID:184	UBERON:0002223
DOID:1595	UBERON:0002410
DOID:11714	UBERON:0002356
DOID:3393	UBERON:0000178
DOID:3083	UBERON:0002016
DOID:9296	UBERON:0002517
DOID:2994	UBERON:0001031
DOID:7148	UBERON:0002204
DOID:219	UBERON:0001744
DOID:9296	UBERON:0001756
DOID:14268	UBERON:0001264
DOID:1909	UBERON:0000029
DOID:9835	UBERON:0001771
DOID:5408	UBERON:0001684
DOID:11714	UBERON:0002522
DOID:5419	UBERON:0001969
DOID:4989	UBERON:0001970
DOID:363	UBERON:0000483
DOID:184	UBERON:0001684
DOID:175	UBERON:0001182
DOID:175	UBERON:0001640
DOID:1826	UBERON:0002028
DOID:8577	UBERON:0002405
DOID:14330	UBERON:0001490
DOID:10021	UBERON:0001971
DOID:5875	UBERON:0001237
DOID:2377	UBERON:0002298
DOID:1319	UBERON:0001893
DOID:3312	UBERON:0002286
DOID:2994	UBERON:0001756
DOID:9296	UBERON:0001707
DOID:5419	UBERON:0002129
DOID:13378	UBERON:0002389
DOID:824	UBERON:0001675
DOID:8850	UBERON:0001831
DOID:3565	UBERON:0001643
DOID:10941	UBERON:0001624
DOID:6364	UBERON:0001620
DOID:2986	UBERON:0002405
DOID:332	UBERON:0001780
DOID:3565	UBERON:0002019
DOID:635	UBERON:0002371
DOID:3277	UBERON:0001132
DOID:119	UBERON:0000002
DOID:2994	UBERON:0003685
DOID:0050741	UBERON:0002037
DOID:784	UBERON:0002523
DOID:2596	UBERON:0002486
DOID:1686	UBERON:0001772
DOID:9008	UBERON:0001485
DOID:0050741	UBERON:0001968
DOID:10763	UBERON:0002522
DOID:14330	UBERON:0001597
DOID:2998	UBERON:0000473
DOID:5041	UBERON:0001515
DOID:6364	UBERON:0002298
DOID:6364	UBERON:0002389
DOID:4989	UBERON:0001089
DOID:585	UBERON:0002113
DOID:3070	UBERON:0002129
DOID:3277	UBERON:0001638
DOID:1115	UBERON:0001465
DOID:11920	UBERON:0000483
DOID:1612	UBERON:0000949
DOID:9074	UBERON:0002352
DOID:3393	UBERON:0002354
DOID:6364	UBERON:0000974
DOID:1324	UBERON:0001103
DOID:219	UBERON:0002107
DOID:12236	UBERON:0002017
DOID:11934	UBERON:0000482
DOID:0050156	UBERON:0002048
DOID:9970	UBERON:0001103
DOID:1936	UBERON:0002137
DOID:13241	UBERON:0001361
DOID:5408	UBERON:0002397
DOID:4159	UBERON:0000974
DOID:1459	UBERON:0001088
DOID:5559	UBERON:0001805
DOID:9352	UBERON:0001013
DOID:7693	UBERON:0002060
DOID:119	UBERON:0000992
DOID:1826	UBERON:0001017
DOID:10021	UBERON:0002110
DOID:3083	UBERON:0001111
DOID:11612	UBERON:0002411
DOID:184	UBERON:0001645
DOID:5408	UBERON:0001710
DOID:0060119	UBERON:0002386
DOID:4045	UBERON:0002386
DOID:4481	UBERON:0001825
DOID:8850	UBERON:0001832
DOID:332	UBERON:0001577
DOID:5419	UBERON:0001577
DOID:14221	UBERON:0001348
DOID:1686	UBERON:0002392
DOID:0060119	UBERON:0002298
DOID:0060119	UBERON:0001616
DOID:1781	UBERON:0002392
DOID:4606	UBERON:0002394
DOID:4045	UBERON:0002387
DOID:119	UBERON:0000997
DOID:219	UBERON:0002371
DOID:11934	UBERON:0001598
DOID:1725	UBERON:0002107
DOID:585	UBERON:0001232
DOID:2377	UBERON:0002405
DOID:5408	UBERON:0001093
DOID:2531	UBERON:0000991
DOID:2994	UBERON:0001690
DOID:9008	UBERON:0001469
DOID:1024	UBERON:0001716
DOID:332	UBERON:0001643
DOID:1993	UBERON:0001988
DOID:11555	UBERON:0001985
DOID:585	UBERON:0001231
DOID:3310	UBERON:0001089
DOID:13223	UBERON:0000474
DOID:13241	UBERON:0001365
DOID:13189	UBERON:0001090
DOID:9744	UBERON:0001827
DOID:9074	UBERON:0001088
DOID:784	UBERON:0002385
DOID:175	UBERON:0002523
DOID:13223	UBERON:0001296
DOID:1595	UBERON:0001017
DOID:7693	UBERON:0001194
DOID:0060119	UBERON:0001836
DOID:2994	UBERON:0002019
DOID:2596	UBERON:0002019
DOID:11476	UBERON:0000995
DOID:11615	UBERON:0002411
DOID:2994	UBERON:0001567
DOID:2355	UBERON:0000922
DOID:4159	UBERON:0001866
DOID:5041	UBERON:0001594
DOID:0060119	UBERON:0002453
DOID:4159	UBERON:0000004
DOID:12306	UBERON:0000974
DOID:3083	UBERON:0002040
DOID:3571	UBERON:0001194
DOID:14004	UBERON:0001529
DOID:12361	UBERON:0001750
DOID:1936	UBERON:0001394
DOID:13241	UBERON:0001398
DOID:4989	UBERON:0001182
DOID:175	UBERON:0001587
DOID:4045	UBERON:0001008
DOID:11054	UBERON:0000482
DOID:332	UBERON:0001708
DOID:1115	UBERON:0000922
DOID:332	UBERON:0000988
DOID:11934	UBERON:0000483
DOID:3312	UBERON:0002285
DOID:13241	UBERON:0001516
DOID:8398	UBERON:0002018
DOID:1686	UBERON:0001786
DOID:12185	UBERON:0002519
DOID:2986	UBERON:0002113
DOID:2355	UBERON:0002113
DOID:3310	UBERON:0002067
DOID:184	UBERON:0001694
DOID:10763	UBERON:0002081
DOID:4481	UBERON:0001677
DOID:1024	UBERON:0001300
DOID:2394	UBERON:0000474
DOID:1319	UBERON:0002129
DOID:184	UBERON:0001544
DOID:1319	UBERON:0000045
DOID:1319	UBERON:0001785
DOID:2596	UBERON:0002365
DOID:1909	UBERON:0001768
DOID:263	UBERON:0001225
DOID:3565	UBERON:0001624
DOID:9970	UBERON:0001013
DOID:585	UBERON:0001140
DOID:1781	UBERON:0001737
DOID:219	UBERON:0001638
DOID:1686	UBERON:0001619
DOID:1192	UBERON:0002387
DOID:2355	UBERON:0001986
DOID:6364	UBERON:0002925
DOID:3070	UBERON:0002414
DOID:216	UBERON:0001723
DOID:9352	UBERON:0001772
DOID:2596	UBERON:0002377
DOID:1826	UBERON:0002361
DOID:4159	UBERON:0001463
DOID:216	UBERON:0001708
DOID:1312	UBERON:0001980
DOID:11476	UBERON:0001464
DOID:7693	UBERON:0002240
DOID:1686	UBERON:0001702
DOID:1793	UBERON:0001194
DOID:7148	UBERON:0001836
DOID:2994	UBERON:0001577
DOID:5419	UBERON:0002285
DOID:9744	UBERON:0001398
DOID:4159	UBERON:0002389
DOID:8577	UBERON:0001971
DOID:14330	UBERON:0002386
DOID:4989	UBERON:0001640
DOID:3070	UBERON:0001908
DOID:119	UBERON:0003889
DOID:1192	UBERON:0002389
DOID:363	UBERON:0001637
DOID:1936	UBERON:0001981
DOID:3565	UBERON:0000988
DOID:1909	UBERON:0002361
DOID:0060119	UBERON:0001737
DOID:635	UBERON:0002405
DOID:10941	UBERON:0001404
DOID:3312	UBERON:0002148
DOID:5419	UBERON:0002410
DOID:2377	UBERON:0002360
DOID:9352	UBERON:0001398
DOID:1909	UBERON:0002103
DOID:10608	UBERON:0001264
DOID:1909	UBERON:0000033
DOID:14221	UBERON:0001981
DOID:11934	UBERON:0002377
DOID:9008	UBERON:0002389
DOID:1964	UBERON:0000002
DOID:9074	UBERON:0002299
DOID:5419	UBERON:0001890
DOID:1725	UBERON:0002439
DOID:9744	UBERON:0002523
DOID:10976	UBERON:0001140
DOID:13241	UBERON:0001896
DOID:9970	UBERON:0002028
DOID:263	UBERON:0002081
DOID:635	UBERON:0001007
DOID:4989	UBERON:0002010
DOID:1936	UBERON:0002250
DOID:363	UBERON:0000029
DOID:1936	UBERON:0000026
DOID:10941	UBERON:0001887
DOID:4606	UBERON:0001193
DOID:3277	UBERON:0000974
DOID:11239	UBERON:0003889
DOID:184	UBERON:0001825
DOID:9296	UBERON:0001711
DOID:1319	UBERON:0001645
DOID:2596	UBERON:0000974
DOID:10534	UBERON:0001516
DOID:784	UBERON:0001460
DOID:2377	UBERON:0001643
DOID:2355	UBERON:0001088
DOID:1115	UBERON:0001322
DOID:1826	UBERON:0002673
DOID:10534	UBERON:0002439
DOID:4362	UBERON:0000029
DOID:12849	UBERON:0001720
DOID:3565	UBERON:0004727
DOID:12185	UBERON:0002502
DOID:1964	UBERON:0000483
DOID:10763	UBERON:0002369
DOID:0060119	UBERON:0002240
DOID:1115	UBERON:0002356
DOID:1612	UBERON:0000474
DOID:10763	UBERON:0001194
DOID:11054	UBERON:0001135
DOID:784	UBERON:0001228
DOID:1024	UBERON:0001785
DOID:3953	UBERON:0000991
DOID:784	UBERON:0001088
DOID:5419	UBERON:0000955
DOID:3083	UBERON:0000975
DOID:4159	UBERON:0001981
DOID:9835	UBERON:0000964
DOID:1781	UBERON:0002377
DOID:3565	UBERON:0001908
DOID:2174	UBERON:0000966
DOID:4159	UBERON:0001705
DOID:9074	UBERON:0002135
DOID:12365	UBERON:0001836
DOID:11934	UBERON:0001737
DOID:3312	UBERON:0002046
DOID:1192	UBERON:0001908
DOID:2994	UBERON:0001650
DOID:216	UBERON:0001684
DOID:3070	UBERON:0000941
DOID:2377	UBERON:0002240
DOID:1024	UBERON:0001016
DOID:2994	UBERON:0004727
DOID:332	UBERON:0001785
DOID:1612	UBERON:0002378
DOID:10652	UBERON:0000955
DOID:4045	UBERON:0001467
DOID:2531	UBERON:0001988
DOID:1793	UBERON:0001143
DOID:1686	UBERON:0001827
DOID:10763	UBERON:0002523
DOID:12306	UBERON:0001820
DOID:6364	UBERON:0001017
DOID:7148	UBERON:0001044
DOID:1192	UBERON:0001535
DOID:0060119	UBERON:0002486
DOID:8986	UBERON:0001896
DOID:10652	UBERON:0002037
DOID:12995	UBERON:0000955
DOID:3565	UBERON:0002413
DOID:9835	UBERON:0000482
DOID:8398	UBERON:0001067
DOID:13241	UBERON:0000966
DOID:1319	UBERON:0001679
DOID:9296	UBERON:0001681
DOID:1024	UBERON:0000970
DOID:184	UBERON:0001597
DOID:184	UBERON:0001579
DOID:784	UBERON:0001530
DOID:1936	UBERON:0001182
DOID:8850	UBERON:0001352
DOID:3070	UBERON:0001648
DOID:1192	UBERON:0001021
DOID:184	UBERON:0001707
DOID:11934	UBERON:0001467
DOID:1115	UBERON:0002481
DOID:1595	UBERON:0004535
DOID:1115	UBERON:0002067
DOID:11934	UBERON:0001691
DOID:11934	UBERON:0000975
DOID:0050741	UBERON:0001235
DOID:1793	UBERON:0001007
DOID:11119	UBERON:0001016
DOID:5559	UBERON:0001594
DOID:1936	UBERON:0001013
DOID:5041	UBERON:0002185
DOID:1793	UBERON:0001182
DOID:9296	UBERON:0002389
DOID:8398	UBERON:0001267
DOID:824	UBERON:0002515
DOID:0060119	UBERON:0001649
DOID:10608	UBERON:0001836
DOID:9296	UBERON:0003129
DOID:986	UBERON:0001702
DOID:3393	UBERON:0001759
DOID:7148	UBERON:0000982
DOID:184	UBERON:0001616
DOID:13241	UBERON:0001619
DOID:10763	UBERON:0001235
DOID:585	UBERON:0001225
DOID:1319	UBERON:0002285
DOID:12361	UBERON:0001577
DOID:1612	UBERON:0001105
DOID:13378	UBERON:0002356
DOID:418	UBERON:0001637
DOID:418	UBERON:0001705
DOID:13241	UBERON:0002137
DOID:4606	UBERON:0001264
DOID:1319	UBERON:0001644
DOID:11476	UBERON:0002371
DOID:1909	UBERON:0001460
DOID:5041	UBERON:0001971
DOID:635	UBERON:0001021
DOID:14330	UBERON:0000011
DOID:1245	UBERON:0002356
DOID:3312	UBERON:0001836
DOID:1115	UBERON:0001470
DOID:10941	UBERON:0002037
DOID:4362	UBERON:0003889
DOID:184	UBERON:0001485
DOID:1319	UBERON:0003129
DOID:1790	UBERON:0002944
DOID:5559	UBERON:0002390
DOID:1459	UBERON:0000473
DOID:2355	UBERON:0002466
DOID:10763	UBERON:0002103
DOID:5408	UBERON:0001105
DOID:1115	UBERON:0000043
DOID:1936	UBERON:0001398
DOID:5408	UBERON:0001486
DOID:2841	UBERON:0001235
DOID:11476	UBERON:0002414
DOID:14004	UBERON:0001637
DOID:13499	UBERON:0001182
DOID:332	UBERON:0001887
DOID:5612	UBERON:0001905
DOID:11612	UBERON:0000992
DOID:2994	UBERON:0000992
DOID:13223	UBERON:0001775
DOID:11476	UBERON:0002386
DOID:8778	UBERON:0001007
DOID:14221	UBERON:0002060
DOID:1936	UBERON:0001515
DOID:2998	UBERON:0001000
DOID:1115	UBERON:0002390
DOID:1459	UBERON:0002512
DOID:3277	UBERON:0002377
DOID:119	UBERON:0000995
DOID:14330	UBERON:0002385
DOID:12365	UBERON:0001007
DOID:3565	UBERON:0002298
DOID:1192	UBERON:0001756
DOID:6364	UBERON:0000988
DOID:14004	UBERON:0002135
DOID:5041	UBERON:0001821
DOID:4159	UBERON:0001711
DOID:2841	UBERON:0001004
DOID:1993	UBERON:0002382
DOID:9296	UBERON:0001762
DOID:13189	UBERON:0000043
DOID:8398	UBERON:0000043
DOID:10763	UBERON:0001404
DOID:1115	UBERON:0001463
DOID:3121	UBERON:0002017
DOID:1024	UBERON:0001003
DOID:14004	UBERON:0000975
DOID:0050425	UBERON:0001016
DOID:11934	UBERON:0002392
DOID:594	UBERON:0000010
DOID:4045	UBERON:0001135
DOID:13241	UBERON:0001887
DOID:824	UBERON:0001986
DOID:10871	UBERON:0001673
DOID:2174	UBERON:0002392
DOID:5559	UBERON:0000029
DOID:10283	UBERON:0000056
DOID:1993	UBERON:0001815
DOID:14221	UBERON:0004535
DOID:10153	UBERON:0001182
DOID:13241	UBERON:0002240
DOID:635	UBERON:0000029
DOID:9074	UBERON:0002204
DOID:8893	UBERON:0001705
DOID:184	UBERON:0001733
DOID:1725	UBERON:0001135
DOID:2994	UBERON:0002286
DOID:9296	UBERON:0002500
DOID:4159	UBERON:0001821
DOID:1192	UBERON:0001148
DOID:263	UBERON:0002303
DOID:4989	UBERON:0002017
DOID:1192	UBERON:0001599
DOID:2596	UBERON:0001734
DOID:1909	UBERON:0002066
DOID:10652	UBERON:0002129
DOID:4159	UBERON:0000033
DOID:0060119	UBERON:0001690
DOID:784	UBERON:0001231
DOID:175	UBERON:0001140
DOID:1192	UBERON:0001844
DOID:7693	UBERON:0002521
DOID:7693	UBERON:0001182
DOID:4481	UBERON:0001702
DOID:418	UBERON:0002439
DOID:4045	UBERON:0001764
DOID:7147	UBERON:0001485
DOID:1909	UBERON:0000970
DOID:10652	UBERON:0002606
DOID:4159	UBERON:0000978
DOID:1192	UBERON:0002363
DOID:9296	UBERON:0001893
DOID:3565	UBERON:0001694
DOID:8577	UBERON:0001988
DOID:11934	UBERON:0001684
DOID:12930	UBERON:0002082
DOID:1686	UBERON:0001908
DOID:12365	UBERON:0001011
DOID:13241	UBERON:0000985
DOID:184	UBERON:0002500
DOID:11934	UBERON:0002386
DOID:12849	UBERON:0001017
DOID:9296	UBERON:0002228
DOID:219	UBERON:0001007
DOID:2994	UBERON:0001705
DOID:2994	UBERON:0000033
DOID:4159	UBERON:0000483
DOID:12185	UBERON:0001678
DOID:14330	UBERON:0001488
DOID:10871	UBERON:0000966
DOID:1612	UBERON:0002368
DOID:5408	UBERON:0001070
DOID:1024	UBERON:0001494
DOID:119	UBERON:0000474
DOID:14330	UBERON:0002130
DOID:1595	UBERON:0001456
DOID:12185	UBERON:0001687
DOID:9970	UBERON:0000013
DOID:1909	UBERON:0001567
DOID:1781	UBERON:0003126
DOID:1245	UBERON:0002411
DOID:5559	UBERON:0000977
DOID:2377	UBERON:0002130
DOID:11054	UBERON:0000057
DOID:9835	UBERON:0001773
DOID:184	UBERON:0001785
DOID:2994	UBERON:0001677
DOID:1312	UBERON:0001285
DOID:1686	UBERON:0001985
DOID:1094	UBERON:0001891
DOID:10941	UBERON:0001530
DOID:9744	UBERON:0000010
DOID:3953	UBERON:0000013
DOID:6364	UBERON:0001675
DOID:2994	UBERON:0001648
DOID:5612	UBERON:0002240
DOID:10941	UBERON:0001619
DOID:418	UBERON:0000043
DOID:3393	UBERON:0000013
DOID:1459	UBERON:0000178
DOID:824	UBERON:0001708
DOID:1686	UBERON:0000964
DOID:1781	UBERON:0000033
DOID:13223	UBERON:0002512
DOID:1612	UBERON:0001295
DOID:5875	UBERON:0001361
DOID:635	UBERON:0001017
DOID:1781	UBERON:0002046
DOID:10763	UBERON:0002361
DOID:11714	UBERON:0000995
DOID:11054	UBERON:0001224
DOID:2394	UBERON:0000002
DOID:3277	UBERON:0001744
DOID:3070	UBERON:0002422
DOID:4989	UBERON:0000006
DOID:6364	UBERON:0001785
DOID:0050741	UBERON:0002129
DOID:1459	UBERON:0001844
DOID:3121	UBERON:0001174
DOID:986	UBERON:0001705
DOID:332	UBERON:0002377
DOID:10976	UBERON:0000482
DOID:184	UBERON:0001465
DOID:3565	UBERON:0001780
DOID:2841	UBERON:0000004
DOID:1459	UBERON:0000992
DOID:10976	UBERON:0002113
DOID:14330	UBERON:0001323
DOID:11819	UBERON:0001224
DOID:7147	UBERON:0001093
DOID:9970	UBERON:0001235
DOID:1115	UBERON:0002347
DOID:7147	UBERON:0001067
DOID:10608	UBERON:0002481
DOID:9352	UBERON:0000006
DOID:2841	UBERON:0002369
DOID:11714	UBERON:0001013
DOID:11949	UBERON:0002037
DOID:175	UBERON:0001533
DOID:2377	UBERON:0001017
DOID:5408	UBERON:0001694
DOID:1192	UBERON:0001648
DOID:184	UBERON:0001535
DOID:14004	UBERON:0001182
DOID:2377	UBERON:0000988
DOID:0050425	UBERON:0001021
DOID:2174	UBERON:0001772
DOID:5559	UBERON:0000974
DOID:12365	UBERON:0002371
DOID:8850	UBERON:0002377
DOID:11054	UBERON:0000029
DOID:14330	UBERON:0000988
DOID:2355	UBERON:0002137
DOID:0060119	UBERON:0001733
DOID:12361	UBERON:0000007
DOID:4481	UBERON:0000004
DOID:2994	UBERON:0001644
DOID:184	UBERON:0001750
DOID:1115	UBERON:0001685
DOID:2377	UBERON:0001594
DOID:5419	UBERON:0002606
DOID:3953	UBERON:0002369
DOID:1826	UBERON:0000011
DOID:1115	UBERON:0002389
DOID:10608	UBERON:0001089
DOID:9296	UBERON:0000033
DOID:9074	UBERON:0002066
DOID:9352	UBERON:0001530
DOID:2994	UBERON:0000045
DOID:3565	UBERON:0001673
DOID:6364	UBERON:0001825
DOID:0060119	UBERON:0003129
DOID:1024	UBERON:0001780
DOID:2994	UBERON:0002037
DOID:10763	UBERON:0001989
DOID:2531	UBERON:0000473
DOID:1826	UBERON:0000988
DOID:184	UBERON:0002347
DOID:263	UBERON:0001072
DOID:332	UBERON:0002707
DOID:2994	UBERON:0000482
DOID:1459	UBERON:0002369
DOID:1459	UBERON:0001723
DOID:4159	UBERON:0001986
DOID:1192	UBERON:0002360
DOID:2174	UBERON:0001764
DOID:332	UBERON:0001896
DOID:0050741	UBERON:0001037
DOID:12849	UBERON:0002398
DOID:8398	UBERON:0002418
DOID:10153	UBERON:0001264
DOID:9008	UBERON:0000982
